Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-AN-A0FV-01A-11W-A019-09	19	14	14	9	10	0	1	7	13	4	9	12	6
TCGA-AN-A0FW-01A-11W-A050-09	6	10	0	13	6	0	9	9	20	0	19	31	17
TCGA-AN-A0FX-01A-11W-A050-09	8	8	0	8	16	14	8	1	18	9	33	42	18
TCGA-AN-A0FY-01A-11W-A050-09	3	0	0	13	5	26	4	4	6	0	4	0	0
TCGA-AN-A0FZ-01A-11W-A050-09	6	1	2	28	3	1	5	6	9	10	0	11	6
TCGA-AN-A0G0-01A-11W-A050-09	1	0	1	4	0	28	0	0	1	7	3	0	0
TCGA-AN-A0XN-01A-21D-A10G-09	2	7	15	8	22	15	5	6	12	7	27	25	25
TCGA-AN-A0XO-01A-11D-A10G-09	4	0	0	2	7	4	8	6	0	0	8	0	0
TCGA-AN-A0XP-01A-11D-A117-09	4	4	0	3	8	0	1	0	5	3	0	6	1
TCGA-AN-A0XR-01A-11D-A10G-09	4	2	3	4	0	10	0	0	6	0	4	0	2
TCGA-AN-A0XS-01A-22D-A10G-09	7	0	0	5	0	0	3	0	4	0	0	7	6
TCGA-AN-A0XT-01A-11D-A10G-09	0	0	2	3	0	10	0	0	5	0	0	0	1
TCGA-AN-A0XU-01A-11D-A10G-09	6	18	0	0	5	32	7	0	13	15	33	0	8
TCGA-AN-A0XV-01A-11D-A10G-09	0	0	11	10	8	0	4	1	1	0	3	0	3
TCGA-AN-A0XW-01A-11D-A10G-09	116	131	127	0	0	0	7	31	0	0	0	0	0
TCGA-AO-A03L-01A-41W-A071-09	1	5	0	0	0	21	1	2	5	5	0	1	0
TCGA-AO-A03O-01A-11W-A019-09	1	7	8	29	7	12	0	2	3	2	26	7	2
TCGA-AO-A03P-01A-11W-A019-09	7	0	2	9	2	12	5	0	11	4	12	2	4
TCGA-AO-A03R-01A-21W-A050-09	3	2	0	9	0	0	2	7	18	3	0	17	7
TCGA-AO-A03T-01A-21W-A050-09	6	12	7	5	2	8	2	8	18	4	11	28	21
TCGA-AO-A03V-01A-11D-A10Y-09	6	0	28	1	0	15	5	8	1	1	0	0	4
TCGA-AO-A0J2-01A-11W-A050-09	1	3	14	6	12	3	2	0	3	0	14	23	7
TCGA-AO-A0J3-01A-11W-A050-09	13	6	2	19	3	0	11	5	16	5	6	2	14
TCGA-AO-A0J4-01A-11W-A050-09	5	31	28	8	13	13	2	10	6	0	40	0	7
TCGA-AO-A0J5-01A-11W-A050-09	6	0	1	6	12	26	5	0	15	0	8	3	11
TCGA-AO-A0J6-01A-11W-A050-09	4	15	1	8	1	0	2	8	9	11	50	11	11
TCGA-AO-A0J7-01A-11W-A050-09	5	0	0	4	2	1	2	8	2	0	1	2	1
TCGA-AO-A0J8-01A-21D-A045-09	1	0	3	3	0	4	3	0	7	1	3	5	0
TCGA-AO-A0J9-01A-11W-A050-09	59	34	5	11	9	0	10	17	15	7	0	21	10
TCGA-AO-A0JA-01A-11W-A071-09	14	2	0	3	0	7	0	6	0	0	1	2	6
TCGA-AO-A0JB-01A-11W-A071-09	8	5	2	6	14	1	3	10	31	2	20	20	34
TCGA-AO-A0JC-01A-11W-A071-09	62	46	33	0	0	0	11	28	0	7	0	0	0
TCGA-AO-A0JD-01A-11W-A071-09	0	7	1	15	1	18	6	15	12	5	13	43	17
TCGA-AO-A0JE-01A-11W-A071-09	12	13	7	5	1	0	9	0	3	0	0	7	3
TCGA-AO-A0JF-01A-11W-A071-09	2	0	0	1	4	6	0	5	7	6	8	0	0
TCGA-AO-A0JG-01A-31D-A099-09	0	0	1	0	4	1	0	1	0	9	2	0	0
TCGA-AO-A0JI-01A-21W-A100-09	0	0	0	2	2	5	2	1	2	0	0	18	0
TCGA-AO-A0JJ-01A-11W-A071-09	2	0	0	1	1	7	1	2	4	8	1	10	1
TCGA-AO-A0JM-01A-21W-A071-09	3	4	5	11	2	17	9	1	3	0	3	3	1
TCGA-AO-A124-01A-11D-A10M-09	2	4	3	6	14	16	7	9	14	16	51	13	16
TCGA-AO-A128-01A-11D-A10M-09	15	12	21	360	594	89	30	0	98	0	0	0	57
TCGA-AO-A12A-01A-21D-A10Y-09	1	0	0	8	0	0	0	1	2	0	0	4	1
TCGA-AO-A12D-01A-11D-A10Y-09	18	7	7	4	0	14	6	14	1	0	0	0	0
TCGA-AO-A12F-01A-11D-A10Y-09	0	0	0	14	1	0	2	0	4	7	4	8	0
TCGA-AO-A12H-01A-11D-A10Y-09	0	0	0	1	2	20	2	3	3	0	1	0	0
TCGA-AO-A1KO-01A-31D-A188-09	0	0	0	0	1	0	0	1	2	4	0	0	0
TCGA-AO-A1KP-01A-11D-A13L-09	0	0	0	8	1	0	0	2	3	0	0	7	2
TCGA-AO-A1KR-01A-12D-A142-09	6	5	9	2	5	13	4	0	10	0	24	5	4
TCGA-AO-A1KS-01A-11D-A13L-09	15	4	0	8	3	17	7	3	1	0	1	2	0
TCGA-AO-A1KT-01A-11D-A13L-09	3	0	3	8	8	16	3	0	0	0	6	0	5
TCGA-AQ-A04H-01B-11D-A10M-09	2	3	0	25	5	26	6	3	5	6	0	0	4
TCGA-AQ-A04J-01A-02W-A050-09	9	0	5	1	10	12	0	0	24	5	5	28	12
TCGA-AQ-A0Y5-01A-11D-A14K-09	12	7	4	14	4	9	6	2	0	0	9	0	1
TCGA-AQ-A1H2-01A-11D-A13L-09	2	0	1	9	4	2	3	0	2	0	0	12	2
TCGA-AQ-A1H3-01A-31D-A13L-09	0	0	0	9	0	18	0	0	0	0	0	0	0
TCGA-AQ-A54O-01A-11D-A25Q-09	4	0	0	7	0	0	0	0	5	3	2	5	4
TCGA-AQ-A7U7-01A-22D-A351-09	26	18	32	4	1	6	6	9	1	0	0	0	0
TCGA-AR-A0TP-01A-11D-A099-09	4	5	0	0	8	19	1	0	9	0	21	0	10
TCGA-AR-A0TQ-01A-11D-A099-09	7	0	2	9	0	1	2	4	3	0	2	3	10
TCGA-AR-A0TR-01A-11D-A099-09	1	0	4	10	9	0	4	4	5	0	2	3	1
TCGA-AR-A0TS-01A-11D-A10Y-09	5	10	0	17	3	0	0	5	7	4	15	15	16
TCGA-AR-A0TT-01A-31D-A099-09	6	9	0	11	8	1	3	3	11	0	4	16	0
TCGA-AR-A0TU-01A-31D-A10G-09	6	12	3	3	4	18	0	9	17	23	24	60	22
TCGA-AR-A0TV-01A-21D-A099-09	5	1	7	10	3	23	1	4	12	4	6	4	1
TCGA-AR-A0TW-01A-11D-A099-09	1	0	11	9	1	21	5	3	1	2	2	0	4
TCGA-AR-A0TX-01A-11D-A099-09	137	119	81	0	0	0	27	39	0	0	0	0	0
TCGA-AR-A0TY-01A-12W-A12T-09	7	7	9	21	14	0	0	0	7	33	26	86	28
TCGA-AR-A0TZ-01A-12D-A099-09	10	15	0	8	3	7	8	1	2	2	0	0	3
TCGA-AR-A0U0-01A-11D-A10G-09	13	2	40	2	2	0	1	12	14	24	0	97	38
TCGA-AR-A0U1-01A-11D-A10Y-09	0	7	0	4	14	0	1	4	1	6	19	35	10
TCGA-AR-A0U2-01A-11D-A10G-09	5	0	8	18	0	0	1	0	13	6	0	50	7
TCGA-AR-A0U3-01A-11D-A10G-09	0	2	0	9	3	0	4	6	3	6	4	0	1
TCGA-AR-A1AH-01A-11D-A12B-09	4	7	0	11	19	2	1	0	5	28	20	1	19
TCGA-AR-A1AI-01A-11D-A12Q-09	2	5	25	7	1	10	12	8	10	0	4	0	1
TCGA-AR-A1AJ-01A-21D-A12Q-09	12	8	0	8	2	15	4	0	1	0	0	0	0
TCGA-AR-A1AK-01A-21D-A12Q-09	14	16	0	10	2	5	7	12	5	0	0	0	7
TCGA-AR-A1AL-01A-21D-A12Q-09	3	3	0	6	6	3	0	4	1	0	0	1	3
TCGA-AR-A1AN-01A-11D-A12Q-09	0	2	5	11	1	6	2	1	1	0	2	0	0
TCGA-AR-A1AO-01A-11D-A12Q-09	8	11	11	8	0	7	8	13	6	0	28	0	13
TCGA-AR-A1AP-01A-11D-A12Q-09	3	0	13	14	0	0	4	6	0	0	1	0	0
TCGA-AR-A1AQ-01A-11D-A12Q-09	1	0	4	9	5	0	0	2	7	0	9	0	2
TCGA-AR-A1AR-01A-31D-A135-09	3	7	0	13	0	0	0	3	8	10	2	15	4
TCGA-AR-A1AS-01A-11D-A12Q-09	11	3	2	5	5	0	5	2	4	0	1	2	2
TCGA-AR-A1AT-01A-11D-A12Q-09	1	1	0	6	4	0	1	0	4	0	12	0	2
TCGA-AR-A1AU-01A-11D-A12Q-09	0	0	3	6	4	3	0	6	0	0	0	2	1
TCGA-AR-A1AV-01A-21D-A12Q-09	1	2	0	17	4	0	5	10	3	2	2	2	7
TCGA-AR-A1AW-01A-21D-A12Q-09	1	1	0	9	6	0	0	6	5	4	4	6	3
TCGA-AR-A1AX-01A-11D-A12Q-09	0	0	3	3	0	3	5	7	0	0	0	9	0
TCGA-AR-A1AY-01A-21D-A12Q-09	5	2	5	12	0	10	3	4	8	1	5	5	7
TCGA-AR-A24H-01A-11D-A167-09	7	17	4	5	0	22	0	5	19	25	44	8	8
TCGA-AR-A24K-01A-11D-A167-09	0	0	0	1	4	12	3	0	6	1	7	0	3
TCGA-AR-A24L-01A-11D-A167-09	3	4	4	2	2	0	0	2	6	0	15	1	10
TCGA-AR-A24M-01A-11D-A167-09	1	0	0	5	6	3	0	0	3	2	2	5	3
TCGA-AR-A24N-01A-11D-A167-09	4	0	0	9	4	12	0	3	6	0	0	0	6
TCGA-AR-A24O-01A-11D-A167-09	0	1	0	2	0	14	0	0	3	3	0	0	0
TCGA-AR-A24P-01A-11D-A167-09	0	0	3	4	1	4	4	1	3	0	0	6	1
TCGA-AR-A24Q-01A-12D-A167-09	14	11	26	4	15	0	4	9	20	20	49	13	35
TCGA-AR-A24R-01A-11D-A167-09	3	0	0	10	6	0	0	0	6	0	2	1	0
TCGA-AR-A24S-01A-11D-A167-09	6	4	0	15	8	5	1	3	3	0	7	5	0
TCGA-AR-A24T-01A-11D-A167-09	1	0	3	4	0	11	2	0	0	0	0	0	4
TCGA-AR-A24U-01A-11D-A167-09	8	8	5	6	0	0	2	1	2	3	3	2	4
TCGA-AR-A24V-01A-21D-A167-09	2	2	2	7	2	0	4	1	0	0	0	8	2
TCGA-AR-A24W-01A-11D-A17G-09	0	0	1	1	1	0	1	1	6	0	0	0	4
TCGA-AR-A24X-01A-11D-A167-09	0	0	2	4	6	3	6	5	0	0	0	16	6
TCGA-AR-A24Z-01A-11D-A167-09	3	3	0	8	2	0	2	0	6	0	7	16	6
TCGA-AR-A250-01A-31D-A167-09	17	26	38	16	0	3	13	3	6	0	0	16	5
TCGA-AR-A251-01A-12D-A167-09	6	24	0	10	11	0	0	7	17	15	49	32	20
TCGA-AR-A252-01A-11D-A167-09	0	0	0	9	2	0	0	3	0	0	0	0	0
TCGA-AR-A254-01A-21D-A167-09	3	0	1	8	0	10	5	5	1	0	0	5	3
TCGA-AR-A255-01A-11D-A167-09	9	9	7	6	7	6	8	0	4	18	0	0	12
TCGA-AR-A256-01A-11D-A167-09	10	7	24	8	10	0	6	17	17	24	66	27	25
TCGA-AR-A2LE-01A-11D-A17W-09	131	84	49	0	0	0	32	85	0	0	0	0	0
TCGA-AR-A2LH-01A-31D-A18P-09	15	7	17	2	0	3	5	12	0	0	0	0	0
TCGA-AR-A2LK-01A-11D-A17W-09	3	0	0	12	6	13	3	7	3	0	0	0	2
TCGA-AR-A2LL-01A-11D-A17W-09	0	0	0	3	0	29	2	0	1	3	0	0	0
TCGA-AR-A2LM-01A-11D-A17W-09	2	0	0	0	1	4	3	1	0	0	3	2	1
TCGA-AR-A2LN-01A-21D-A18P-09	10	5	0	2	6	6	5	16	0	0	0	0	0
TCGA-AR-A2LO-01A-31D-A18P-09	0	0	4	3	0	2	1	1	0	0	2	4	2
TCGA-AR-A2LQ-01A-22D-A18P-09	0	0	0	3	0	3	0	0	1	0	0	6	1
TCGA-AR-A2LR-01A-12D-A18P-09	1	4	0	12	1	5	5	2	14	2	7	11	8
TCGA-AR-A5QM-01A-11D-A27P-09	0	0	0	6	2	12	2	2	6	0	0	1	6
TCGA-AR-A5QN-01A-12D-A28B-09	4	0	1	16	5	0	5	3	9	1	0	2	6
TCGA-AR-A5QP-01A-11D-A28B-09	3	0	0	3	5	9	2	3	3	1	0	0	0
TCGA-AR-A5QQ-01A-11D-A28B-09	5	8	7	8	13	2	2	0	11	2	22	14	6
TCGA-B6-A0I1-01A-11D-A21Q-09	7	0	5	1	2	48	5	0	1	0	7	0	1
TCGA-B6-A0I2-01A-11W-A050-09	7	16	17	11	0	6	5	0	8	0	4	0	3
TCGA-B6-A0I5-01A-11W-A100-09	0	0	0	11	4	0	0	3	6	3	0	8	0
TCGA-B6-A0I6-01A-11D-A128-09	3	4	11	0	8	24	1	2	12	8	23	1	11
TCGA-B6-A0I8-01A-11W-A050-09	10	12	0	0	13	45	4	2	13	0	38	0	15
TCGA-B6-A0I9-01A-11W-A050-09	2	2	6	16	1	42	7	4	14	0	0	0	7
TCGA-B6-A0IA-01A-11W-A050-09	2	5	0	0	11	1	1	6	12	0	0	58	7
TCGA-B6-A0IB-01A-11W-A050-09	5	3	8	13	17	0	6	4	8	9	6	0	9
TCGA-B6-A0IC-01A-11W-A050-09	3	2	3	3	8	16	1	0	5	2	0	0	9
TCGA-B6-A0IE-01A-11W-A050-09	2	3	0	5	10	10	3	1	8	1	0	11	9
TCGA-B6-A0IH-01A-11D-A10Y-09	1	0	1	10	4	0	4	7	5	0	0	8	3
TCGA-B6-A0IJ-01A-11W-A050-09	8	18	24	0	8	14	4	2	7	16	43	9	10
TCGA-B6-A0IK-01A-12W-A071-09	80	30	25	12	7	11	11	16	7	12	7	15	9
TCGA-B6-A0IM-01A-11W-A050-09	1	0	0	6	6	15	4	0	2	0	13	3	5
TCGA-B6-A0IN-01A-11W-A050-09	1	2	2	11	4	1	0	11	7	4	3	13	4
TCGA-B6-A0RE-01A-11W-A071-09	18	20	23	9	19	21	8	7	6	6	28	22	16
TCGA-B6-A0RG-01A-11W-A071-09	6	12	0	4	3	7	3	0	8	0	24	11	4
TCGA-B6-A0RH-01A-21D-A10Y-09	8	4	0	2	0	13	3	3	1	0	0	6	0
TCGA-B6-A0RI-01A-11W-A071-09	4	6	0	2	0	0	6	0	2	0	1	12	0
TCGA-B6-A0RL-01A-11D-A099-09	10	3	0	21	1	0	3	0	17	4	2	4	5
TCGA-B6-A0RM-01A-11D-A099-09	5	0	0	7	3	13	1	0	3	0	0	0	6
TCGA-B6-A0RN-01A-12D-A099-09	2	0	1	9	6	8	2	0	3	0	2	0	3
TCGA-B6-A0RO-01A-22D-A099-09	0	1	0	2	6	0	7	2	10	0	8	4	2
TCGA-B6-A0RP-01A-21D-A099-09	0	0	0	7	3	0	2	3	4	0	0	8	3
TCGA-B6-A0RQ-01A-11D-A10Y-09	10	4	0	6	4	4	2	16	6	1	0	0	0
TCGA-B6-A0RS-01A-11D-A099-09	9	13	5	12	11	1	1	14	16	12	39	37	15
TCGA-B6-A0RT-01A-21D-A099-09	1	6	14	4	0	0	3	0	1	0	6	17	10
TCGA-B6-A0RU-01A-11D-A099-09	3	2	0	10	9	0	7	2	2	0	10	11	6
TCGA-B6-A0RV-01A-11D-A099-09	18	13	11	1	0	15	3	1	0	0	0	0	0
TCGA-B6-A0WS-01A-11D-A10Y-09	2	2	0	2	5	0	0	0	3	4	0	1	1
TCGA-B6-A0WT-01A-11D-A10G-09	0	0	0	9	5	0	2	5	0	3	1	1	0
TCGA-B6-A0WV-01A-11D-A10G-09	0	4	0	1	3	12	0	4	7	0	2	4	0
TCGA-B6-A0WW-01A-11D-A10G-09	6	4	4	8	4	0	2	0	1	6	6	2	0
TCGA-B6-A0WX-01A-11D-A10G-09	0	2	0	6	5	12	3	0	2	1	2	3	7
TCGA-B6-A0WY-01A-11D-A10G-09	3	0	5	5	7	0	4	0	3	0	6	1	2
TCGA-B6-A0WZ-01A-11D-A10G-09	35	14	16	2	0	0	5	17	0	0	3	0	0
TCGA-B6-A0X0-01A-21D-A10Y-09	0	1	0	2	0	4	4	1	0	1	3	7	3
TCGA-B6-A0X1-01A-11D-A10G-09	1	14	1	6	9	0	7	14	11	0	15	12	1
TCGA-B6-A0X4-01A-11D-A10G-09	0	0	0	3	0	4	9	3	2	2	3	0	2
TCGA-B6-A0X5-01A-21D-A10G-09	3	2	0	3	9	0	11	1	3	11	1	5	0
TCGA-B6-A1KC-01B-11D-A159-09	0	3	0	6	0	16	4	0	2	0	0	0	2
TCGA-B6-A1KF-01A-11D-A13L-09	5	3	0	7	5	18	5	8	4	0	1	9	1
TCGA-B6-A1KI-01A-11D-A14K-09	0	1	0	2	1	16	1	1	2	0	0	0	0
TCGA-B6-A1KN-01A-11D-A13L-09	1	3	0	10	6	5	0	3	7	32	2	1	3
TCGA-B6-A2IU-01A-32D-A19T-09	13	0	5	11	7	0	5	0	6	0	1	0	0
TCGA-B6-A401-01A-11D-A23C-09	0	2	0	6	3	0	2	1	7	0	0	5	4
TCGA-B6-A409-01A-11D-A243-09	4	2	9	9	4	15	3	5	4	0	3	0	5
TCGA-B6-A40B-01A-11D-A23C-09	8	3	8	11	2	0	0	9	6	3	11	0	7
TCGA-B6-A40C-01A-11D-A23C-09	3	1	0	9	1	24	0	4	3	7	0	0	0
TCGA-BH-A0AU-01A-11D-A12Q-09	1	0	4	3	0	7	0	0	3	0	0	0	5
TCGA-BH-A0AV-01A-31D-A10Y-09	1	8	4	2	11	0	3	6	16	0	16	7	5
TCGA-BH-A0AW-01A-11W-A071-09	44	30	34	11	5	10	14	19	14	0	18	0	0
TCGA-BH-A0AY-01A-21W-A019-09	10	2	3	1	10	27	10	3	15	3	7	9	1
TCGA-BH-A0AZ-01A-21D-A12Q-09	6	3	9	3	2	0	0	1	4	5	7	19	9
TCGA-BH-A0B0-01A-21D-A10Y-09	36	15	5	4	0	0	10	18	0	0	0	0	0
TCGA-BH-A0B1-01A-12W-A071-09	3	2	1	9	10	22	0	0	14	11	9	23	6
TCGA-BH-A0B3-01A-11W-A071-09	1	6	2	9	3	5	0	10	0	7	8	0	6
TCGA-BH-A0B4-01A-11W-A019-09	3	7	0	1	7	13	1	11	10	13	21	0	11
TCGA-BH-A0B5-01A-11D-A12Q-09	25	25	0	5	4	0	3	2	7	1	0	0	2
TCGA-BH-A0B6-01A-11D-A19Y-09	420	333	323	0	0	0	57	191	0	0	0	0	0
TCGA-BH-A0B7-01A-12D-A10Y-09	1	4	2	9	0	0	7	2	6	0	4	7	2
TCGA-BH-A0B8-01A-21W-A071-09	8	1	0	11	0	2	0	13	37	8	14	0	7
TCGA-BH-A0B9-01A-11W-A071-09	1	5	3	4	4	6	3	5	6	4	3	0	4
TCGA-BH-A0BA-01A-11W-A071-09	6	7	0	6	6	10	2	6	9	3	0	9	1
TCGA-BH-A0BC-01A-22D-A099-09	5	3	0	6	0	11	5	4	5	0	0	2	0
TCGA-BH-A0BD-01A-11W-A050-09	4	0	0	3	4	7	0	0	3	0	2	8	1
TCGA-BH-A0BF-01A-21D-A12Q-09	1	6	0	2	4	10	2	2	5	0	2	1	1
TCGA-BH-A0BG-01A-11D-A10Y-09	5	3	0	7	2	0	0	0	4	0	15	6	2
TCGA-BH-A0BJ-01A-11W-A071-09	1	2	0	0	6	17	1	7	4	5	0	0	4
TCGA-BH-A0BL-01A-11D-A10Y-09	3	3	0	9	0	8	4	0	2	4	16	6	15
TCGA-BH-A0BM-01A-11W-A071-09	6	4	1	3	9	0	0	1	13	2	1	25	4
TCGA-BH-A0BO-01A-23D-A12B-09	0	2	5	2	7	9	1	1	3	0	0	0	0
TCGA-BH-A0BP-01A-11D-A10Y-09	17	33	0	25	4	1	14	21	20	0	18	12	18
TCGA-BH-A0BQ-01A-21D-A10Y-09	3	0	0	7	0	3	2	0	6	2	2	2	1
TCGA-BH-A0BR-01A-21W-A12T-09	18	1	10	5	3	17	10	1	1	0	0	3	0
TCGA-BH-A0BS-01A-11D-A12Q-09	1	0	0	1	2	5	0	0	5	0	4	3	0
TCGA-BH-A0BT-01A-11D-A12Q-09	3	1	0	15	5	0	3	6	0	1	6	4	0
TCGA-BH-A0BV-01A-11W-A019-09	4	1	1	3	3	6	0	4	6	1	0	7	3
TCGA-BH-A0BW-01A-11D-A10Y-09	7	1	16	2	14	22	3	0	8	0	12	1	14
TCGA-BH-A0BZ-01A-31D-A12Q-09	10	30	0	14	21	0	2	4	36	47	95	4	17
TCGA-BH-A0C0-01A-21W-A071-09	4	4	8	4	14	0	4	7	2	6	17	23	21
TCGA-BH-A0C1-01B-11D-A12B-09	7	1	1	14	4	2	1	0	14	0	0	0	3
TCGA-BH-A0C3-01A-21D-A12Q-09	0	0	0	0	4	10	1	0	2	0	0	0	0
TCGA-BH-A0C7-01B-11D-A10Y-09	1	3	0	6	4	33	3	0	9	0	0	1	4
TCGA-BH-A0DD-01A-31D-A12Q-09	3	1	0	12	4	2	2	1	3	0	0	1	0
TCGA-BH-A0DE-01A-11D-A10Y-09	1	0	0	0	0	21	1	3	8	0	0	0	3
TCGA-BH-A0DG-01A-21D-A12Q-09	4	4	5	0	3	4	7	0	4	0	1	2	3
TCGA-BH-A0DH-01A-11D-A099-09	10	0	8	9	2	14	4	0	5	0	0	0	0
TCGA-BH-A0DI-01A-21D-A12Q-09	7	8	3	8	3	0	0	5	0	2	10	1	2
TCGA-BH-A0DK-01A-21W-A071-09	4	9	0	4	7	26	2	6	1	12	11	18	12
TCGA-BH-A0DL-01A-11D-A10Y-09	11	1	10	20	6	0	2	0	0	5	0	12	0
TCGA-BH-A0DO-01B-11D-A12B-09	3	3	0	3	4	0	4	0	7	0	1	5	0
TCGA-BH-A0DP-01A-21W-A071-09	7	3	0	2	1	0	4	0	13	0	10	16	2
TCGA-BH-A0DQ-01A-11D-A099-09	1	2	0	10	3	0	1	0	10	0	0	3	6
TCGA-BH-A0DS-01A-11W-A071-09	1	2	2	4	6	34	6	11	3	0	4	0	0
TCGA-BH-A0DT-01A-21D-A12B-09	3	0	0	2	0	6	0	0	3	0	1	0	0
TCGA-BH-A0DV-01A-21D-A12Q-09	3	0	0	0	0	0	0	0	3	0	0	5	3
TCGA-BH-A0DX-01A-11D-A10Y-09	23	7	8	5	0	22	2	4	0	3	0	0	0
TCGA-BH-A0DZ-01A-11W-A019-09	103	129	72	0	0	0	22	77	0	0	0	0	0
TCGA-BH-A0E0-01A-11W-A071-09	0	2	0	14	0	5	5	1	1	0	1	16	2
TCGA-BH-A0E1-01A-11W-A071-09	3	8	0	2	3	15	3	8	1	0	0	2	0
TCGA-BH-A0E2-01A-11W-A071-09	3	2	0	8	1	2	4	1	21	4	0	21	3
TCGA-BH-A0E7-01A-11W-A050-09	3	0	0	13	11	0	1	0	4	0	0	11	6
TCGA-BH-A0E9-01B-11D-A10Y-09	1	2	0	10	3	0	0	3	3	1	4	0	4
TCGA-BH-A0EA-01A-11D-A10Y-09	1	1	1	6	4	4	2	2	4	0	0	1	1
TCGA-BH-A0EB-01A-11W-A050-09	5	4	0	16	0	0	0	0	14	0	13	5	8
TCGA-BH-A0EE-01A-11W-A050-09	32	7	30	14	9	14	25	28	3	0	11	0	6
TCGA-BH-A0EI-01A-11D-A10Y-09	0	0	0	6	1	2	1	3	7	0	4	0	0
TCGA-BH-A0GY-01A-11W-A071-09	1	0	4	12	5	0	0	8	1	8	2	31	2
TCGA-BH-A0GZ-01A-11W-A071-09	5	0	0	7	0	10	2	2	10	0	3	0	6
TCGA-BH-A0H0-01A-11W-A071-09	2	1	0	2	3	3	1	1	8	0	1	8	4
TCGA-BH-A0H3-01A-11D-A12Q-09	1	0	0	0	0	12	0	2	1	0	0	0	0
TCGA-BH-A0H5-01A-21D-A10Y-09	41	47	17	0	0	3	18	32	0	1	0	0	0
TCGA-BH-A0H6-01A-21W-A071-09	0	0	1	5	1	17	1	5	0	0	0	0	1
TCGA-BH-A0H7-01A-13W-A071-09	8	5	13	15	12	10	5	9	5	0	0	8	3
TCGA-BH-A0H9-01A-11W-A071-09	7	3	2	5	4	0	5	0	4	0	2	22	5
TCGA-BH-A0HA-01A-11D-A12Q-09	15	10	7	75	131	76	11	2	28	0	0	0	0
TCGA-BH-A0HB-01A-11W-A071-09	2	4	0	11	0	0	7	4	11	0	8	4	1
TCGA-BH-A0HF-01A-11W-A071-09	135	0	0	62	29	0	32	324	1041	0	0	0	0
TCGA-BH-A0HI-01A-11D-A099-09	5	2	0	6	1	3	2	2	3	7	2	0	0
TCGA-BH-A0HK-01A-11W-A071-09	41	26	4	14	1	22	4	30	17	3	6	0	0
TCGA-BH-A0HL-01A-11W-A050-09	3	0	3	6	1	16	3	0	5	0	0	11	2
TCGA-BH-A0HN-01A-11D-A099-09	2	0	3	6	0	6	5	3	1	0	0	3	1
TCGA-BH-A0HO-01A-11W-A050-09	0	0	1	4	3	0	1	2	5	9	0	2	1
TCGA-BH-A0HP-01A-12D-A099-09	99	94	59	2	0	0	21	63	0	0	0	0	0
TCGA-BH-A0HQ-01A-11W-A050-09	10	0	3	10	3	0	3	4	11	0	0	11	3
TCGA-BH-A0HU-01A-11W-A050-09	3	3	0	3	1	3	2	0	8	0	0	22	5
TCGA-BH-A0HW-01A-11W-A050-09	0	2	0	17	8	0	2	0	10	0	1	3	0
TCGA-BH-A0HX-01A-21W-A071-09	8	5	6	0	7	14	2	9	9	5	14	8	11
TCGA-BH-A0HY-01A-11W-A071-09	0	2	7	12	10	1	8	9	6	5	0	19	4
TCGA-BH-A0RX-01A-21D-A099-09	3	1	0	17	3	12	7	0	4	0	0	0	1
TCGA-BH-A0W3-01A-11D-A10G-09	1	2	0	2	0	5	0	1	5	3	0	3	0
TCGA-BH-A0W4-01A-11D-A10G-09	3	2	5	3	4	8	7	3	0	0	1	0	1
TCGA-BH-A0W5-01A-11D-A10G-09	0	0	3	9	5	1	4	0	2	0	3	0	1
TCGA-BH-A0W7-01A-11D-A10Y-09	82	82	60	0	0	0	10	26	0	0	0	0	0
TCGA-BH-A0WA-01A-11D-A10G-09	9	5	0	7	8	1	0	15	13	7	24	24	4
TCGA-BH-A18F-01A-11D-A12B-09	12	2	1	6	0	18	8	7	7	0	0	0	0
TCGA-BH-A18G-01A-11D-A12B-09	5	0	38	392	766	0	43	0	256	31	0	0	10
TCGA-BH-A18H-01A-11D-A12B-09	4	3	6	1	7	17	2	7	7	0	0	3	0
TCGA-BH-A18I-01A-11D-A12B-09	2	2	0	8	1	0	5	2	0	0	0	5	1
TCGA-BH-A18J-01A-11D-A12B-09	45	14	28	5	5	0	0	0	0	8	2	0	2
TCGA-BH-A18K-01A-11D-A12B-09	13	6	16	6	0	0	2	0	7	0	1	13	0
TCGA-BH-A18L-01A-32D-A12B-09	0	2	0	19	5	4	3	5	5	10	3	5	3
TCGA-BH-A18M-01A-11D-A12B-09	0	1	2	0	0	10	1	1	0	0	0	0	1
TCGA-BH-A18N-01A-11D-A12B-09	0	0	4	10	11	6	2	0	0	0	7	0	0
TCGA-BH-A18P-01A-11D-A12B-09	127	126	28	11	0	0	27	78	0	0	0	0	0
TCGA-BH-A18Q-01A-12D-A12B-09	2	3	9	1	3	7	1	6	14	3	18	19	14
TCGA-BH-A18R-01A-11D-A12B-09	2	0	7	0	1	8	1	4	0	3	9	0	0
TCGA-BH-A18S-01A-11D-A12B-09	0	3	0	2	7	0	3	1	4	2	0	12	1
TCGA-BH-A18T-01A-11D-A12B-09	4	7	15	5	4	4	2	0	7	1	35	0	13
TCGA-BH-A18U-01A-21D-A12B-09	40	22	13	18	5	11	3	18	14	0	7	6	0
