Samples	SBS1	SBS2	SBS4	SBS5	SBS10a	SBS10b	SBS13	SBS26	SBS84
TCGA-XF-A8HC-01A-11D-A364-08	22	45	0	47	0	16	23	0	0
TCGA-XF-A8HD-01A-11D-A364-08	30	151	0	33	0	48	212	0	0
TCGA-XF-A8HE-01A-11D-A364-08	17	167	0	55	0	0	136	0	0
TCGA-XF-A8HF-01A-11D-A364-08	10	21	0	93	0	0	23	0	0
TCGA-XF-A8HG-01A-11D-A364-08	34	72	0	124	0	0	39	0	0
TCGA-XF-A8HH-01A-11D-A38G-08	19	35	0	26	0	0	31	0	0
TCGA-XF-A8HI-01A-11D-A38G-08	9	30	0	19	0	0	25	0	0
TCGA-XF-A9SG-01A-12D-A42E-08	13	59	0	38	0	19	52	0	0
TCGA-XF-A9SH-01A-11D-A391-08	6	6	0	16	0	0	12	0	0
TCGA-XF-A9SI-01A-11D-A391-08	9	123	0	40	0	0	165	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	16	114	0	79	0	0	54	0	0
TCGA-XF-A9SK-01A-11D-A42E-08	11	35	0	34	0	12	45	0	0
TCGA-XF-A9SL-01A-11D-A391-08	0	11	0	22	0	0	33	0	0
TCGA-XF-A9SM-01A-11D-A42E-08	7	88	0	43	0	0	92	0	0
TCGA-XF-A9SP-01A-11D-A391-08	31	77	0	87	0	0	100	0	0
TCGA-XF-A9ST-01A-11D-A42E-08	27	99	0	251	0	0	138	0	0
TCGA-XF-A9SU-01A-31D-A391-08	11	0	0	29	0	6	0	0	0
TCGA-XF-A9SV-01A-21D-A42E-08	16	9	0	34	0	0	11	0	0
TCGA-XF-A9SW-01A-11D-A42E-08	13	17	0	28	0	0	6	0	0
TCGA-XF-A9SX-01A-21D-A391-08	8	11	0	88	0	0	9	0	0
TCGA-XF-A9SY-01A-21D-A42E-08	11	52	179	93	0	0	90	0	0
TCGA-XF-A9SZ-01A-11D-A391-08	11	46	0	96	0	0	45	0	0
TCGA-XF-A9T0-01A-11D-A391-08	32	366	0	285	0	0	55	0	0
TCGA-XF-A9T2-01A-11D-A42E-08	13	23	0	24	0	0	22	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	14	31	0	338	0	0	19	0	0
TCGA-XF-A9T4-01A-11D-A391-08	12	6	0	8	0	0	7	0	0
TCGA-XF-A9T5-01A-11D-A42E-08	32	251	0	63	0	0	321	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	22	55	0	187	0	0	0	0	0
TCGA-XF-A9T8-01A-11D-A391-08	38	268	0	36	0	0	375	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	19	0	0	0	0	0
TCGA-XF-AAMF-01A-21D-A42E-08	11	20	0	20	0	0	20	0	0
TCGA-XF-AAMG-01A-11D-A42E-08	40	249	0	137	0	76	434	0	0
TCGA-XF-AAMH-01A-11D-A42E-08	14	0	0	36	0	0	0	0	0
TCGA-XF-AAMJ-01A-11D-A42E-08	19	0	0	17	0	0	0	0	0
TCGA-XF-AAML-01A-11D-A42E-08	17	175	0	84	0	57	153	0	0
TCGA-XF-AAMQ-01A-11D-A42E-08	17	69	0	36	0	0	80	0	0
TCGA-XF-AAMR-01A-31D-A42E-08	13	32	0	25	0	0	25	0	0
TCGA-XF-AAMT-01A-11D-A42E-08	9	6	27	35	0	0	16	0	0
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	0	34	0	0	0	0	0
TCGA-XF-AAMX-01A-11D-A42E-08	27	42	0	172	0	0	79	0	0
TCGA-XF-AAMY-01A-11D-A42E-08	24	35	0	18	0	0	38	0	0
TCGA-XF-AAMZ-01A-11D-A42E-08	28	49	0	46	0	22	98	0	0
TCGA-XF-AAN0-01A-11D-A42E-08	16	128	0	42	0	39	164	0	0
TCGA-XF-AAN1-01A-31D-A42E-08	23	7	0	49	0	0	11	0	0
TCGA-XF-AAN2-01A-11D-A42E-08	19	177	0	63	0	0	198	0	0
TCGA-XF-AAN3-01A-11D-A42E-08	14	56	0	38	0	0	64	0	0
TCGA-XF-AAN4-01A-11D-A42E-08	3	2	0	11	0	0	15	0	0
TCGA-XF-AAN5-01A-11D-A42E-08	28	72	0	47	0	0	156	0	0
TCGA-XF-AAN7-01A-11D-A42E-08	19	15	0	112	0	0	0	0	0
TCGA-XF-AAN8-01A-11D-A42E-08	1	0	0	0	0	0	0	0	0
TCGA-YC-A89H-01A-11D-A364-08	90	981	0	459	0	0	0	0	0
TCGA-YC-A8S6-01A-31D-A38G-08	9	24	0	17	0	13	39	0	0
TCGA-YC-A9TC-01A-22D-A391-08	17	22	0	36	0	0	30	0	0
TCGA-YF-AA3L-01A-11D-A38G-08	23	35	0	217	0	0	45	0	0
TCGA-YF-AA3M-01A-11D-A42E-08	26	20	0	100	0	0	18	0	0
TCGA-ZF-A9R0-01A-11D-A38G-08	16	58	0	15	0	18	87	0	0
TCGA-ZF-A9R1-01A-11D-A391-08	21	22	0	29	0	0	28	0	0
TCGA-ZF-A9R2-01A-11D-A391-08	11	26	0	52	0	0	46	0	0
TCGA-ZF-A9R3-01A-11D-A38G-08	15	17	0	33	0	0	18	0	0
TCGA-ZF-A9R4-01A-11D-A38G-08	21	84	0	41	0	0	88	0	0
TCGA-ZF-A9R5-01A-12D-A42E-08	23	0	0	75	0	0	0	0	0
TCGA-ZF-A9R7-01A-11D-A38G-08	48	257	0	42	0	0	329	0	0
TCGA-ZF-A9R9-01A-11D-A38G-08	27	50	0	61	0	0	52	0	0
TCGA-ZF-A9RC-01A-11D-A38G-08	39	460	0	313	0	0	95	0	0
TCGA-ZF-A9RD-01A-11D-A42E-08	11	45	0	42	0	19	52	0	0
TCGA-ZF-A9RE-01A-11D-A38G-08	23	0	0	40	0	0	0	0	0
TCGA-ZF-A9RF-01A-11D-A38G-08	22	52	0	96	0	0	66	0	0
TCGA-ZF-A9RG-01A-21D-A42E-08	4	100	0	41	0	25	53	0	0
TCGA-ZF-A9RL-01A-11D-A38G-08	29	45	0	126	0	0	109	0	0
TCGA-ZF-A9RM-01A-11D-A38G-08	9	0	0	78	0	0	0	0	0
TCGA-ZF-A9RN-01A-11D-A42E-08	25	25	0	80	0	0	57	0	0
TCGA-ZF-AA4N-01A-11D-A38G-08	13	43	0	60	0	0	38	0	0
TCGA-ZF-AA4R-01A-11D-A38G-08	8	13	0	22	0	0	13	0	0
TCGA-ZF-AA4T-01A-11D-A38G-08	18	0	0	81	0	0	0	0	0
TCGA-ZF-AA4U-01A-11D-A38G-08	19	0	0	49	0	0	0	0	0
TCGA-ZF-AA4V-01A-11D-A38G-08	27	228	0	310	0	0	123	0	0
TCGA-ZF-AA4W-01A-12D-A38G-08	103	53	0	145	0	0	118	0	63
TCGA-ZF-AA4X-01A-11D-A38G-08	18	280	0	27	0	56	240	0	0
TCGA-ZF-AA51-01A-21D-A391-08	29	207	0	93	0	0	318	0	0
TCGA-ZF-AA52-01A-12D-A391-08	12	36	0	30	0	22	25	0	0
TCGA-ZF-AA53-01A-11D-A391-08	11	51	0	14	0	0	88	0	0
TCGA-ZF-AA54-01A-11D-A391-08	13	45	0	50	0	0	65	0	0
TCGA-ZF-AA56-01A-31D-A391-08	17	19	0	25	0	0	36	0	0
TCGA-ZF-AA58-01A-12D-A42E-08	7	41	0	99	0	0	65	0	0
TCGA-ZF-AA5H-01A-11D-A391-08	12	16	0	27	0	0	11	0	0
TCGA-ZF-AA5N-01A-11D-A42E-08	9	0	0	36	0	0	6	0	0
TCGA-ZF-AA5P-01A-11D-A391-08	7	4	0	13	0	7	14	0	0
