Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-AN-A0FV-01A-11W-A019-09	24	15	17	11	0	0	0	0	18	0	0	30	0
TCGA-AN-A0FW-01A-11W-A050-09	5	10	0	14	0	0	9	10	21	0	0	47	19
TCGA-AN-A0FX-01A-11W-A050-09	8	8	0	14	0	0	9	0	23	0	35	60	22
TCGA-AN-A0FY-01A-11W-A050-09	4	0	0	14	0	32	4	0	8	0	0	0	0
TCGA-AN-A0FZ-01A-11W-A050-09	9	0	0	38	0	0	0	0	16	23	0	0	0
TCGA-AN-A0G0-01A-11W-A050-09	0	0	0	4	0	30	0	0	0	9	0	0	0
TCGA-AN-A0XN-01A-21D-A10G-09	0	7	16	13	22	0	6	0	16	0	28	35	28
TCGA-AN-A0XO-01A-11D-A10G-09	4	0	0	3	7	0	7	6	0	0	9	0	0
TCGA-AN-A0XP-01A-11D-A117-09	5	4	0	4	12	0	0	0	7	0	0	0	0
TCGA-AN-A0XR-01A-11D-A10G-09	5	0	0	0	0	21	0	0	8	0	0	0	0
TCGA-AN-A0XS-01A-22D-A10G-09	8	0	0	6	0	0	3	0	5	0	0	0	8
TCGA-AN-A0XT-01A-11D-A10G-09	0	0	0	3	0	10	0	0	6	0	0	0	0
TCGA-AN-A0XU-01A-11D-A10G-09	6	19	0	0	0	35	6	0	13	17	38	0	0
TCGA-AN-A0XV-01A-11D-A10G-09	0	0	13	12	10	0	4	0	0	0	0	0	0
TCGA-AN-A0XW-01A-11D-A10G-09	118	133	128	0	0	0	0	32	0	0	0	0	0
TCGA-AO-A03L-01A-41W-A071-09	0	5	0	0	0	22	0	0	6	6	0	0	0
TCGA-AO-A03O-01A-11W-A019-09	0	8	14	39	0	0	0	0	0	0	42	0	0
TCGA-AO-A03P-01A-11W-A019-09	7	0	0	9	0	17	6	0	13	0	15	0	0
TCGA-AO-A03R-01A-21W-A050-09	0	0	0	11	0	0	0	9	22	0	0	24	0
TCGA-AO-A03T-01A-21W-A050-09	8	15	0	10	0	0	0	0	25	0	0	45	26
TCGA-AO-A03V-01A-11D-A10Y-09	6	0	30	0	0	18	5	8	0	0	0	0	0
TCGA-AO-A0J2-01A-11W-A050-09	0	0	22	8	14	0	0	0	0	0	0	42	0
TCGA-AO-A0J3-01A-11W-A050-09	15	7	0	24	0	0	12	0	23	0	0	0	18
TCGA-AO-A0J4-01A-11W-A050-09	0	35	38	15	0	0	0	16	0	0	57	0	0
TCGA-AO-A0J5-01A-11W-A050-09	6	0	0	0	14	38	5	0	16	0	0	0	11
TCGA-AO-A0J6-01A-11W-A050-09	6	17	0	9	0	0	0	0	12	19	65	0	0
TCGA-AO-A0J7-01A-11W-A050-09	6	0	0	6	0	0	2	12	0	0	0	0	0
TCGA-AO-A0J8-01A-21D-A045-09	0	0	0	7	0	0	5	0	16	0	0	0	0
TCGA-AO-A0J9-01A-11W-A050-09	75	44	0	16	0	0	13	23	24	0	0	0	0
TCGA-AO-A0JA-01A-11W-A071-09	16	0	0	0	0	16	0	8	0	0	0	0	0
TCGA-AO-A0JB-01A-11W-A071-09	9	0	0	8	19	0	0	12	35	0	31	0	39
TCGA-AO-A0JC-01A-11W-A071-09	62	47	34	0	0	0	11	30	0	0	0	0	0
TCGA-AO-A0JD-01A-11W-A071-09	0	7	0	21	0	0	7	16	14	0	0	63	21
TCGA-AO-A0JE-01A-11W-A071-09	15	15	11	6	0	0	11	0	0	0	0	0	0
TCGA-AO-A0JF-01A-11W-A071-09	0	0	0	0	0	8	0	6	7	6	9	0	0
TCGA-AO-A0JG-01A-31D-A099-09	0	0	0	0	5	0	0	0	0	12	0	0	0
TCGA-AO-A0JI-01A-21W-A100-09	0	0	0	0	0	9	2	0	0	0	0	19	0
TCGA-AO-A0JJ-01A-11W-A071-09	1	0	0	0	0	10	0	0	5	9	0	10	0
TCGA-AO-A0JM-01A-21W-A071-09	4	6	0	12	0	27	11	0	0	0	0	0	0
TCGA-AO-A124-01A-11D-A10M-09	0	0	0	0	17	29	8	10	15	17	55	0	16
TCGA-AO-A128-01A-11D-A10M-09	0	0	0	449	696	0	0	0	129	0	0	0	0
TCGA-AO-A12A-01A-21D-A10Y-09	2	0	0	14	0	0	0	0	0	0	0	0	0
TCGA-AO-A12D-01A-11D-A10Y-09	19	8	0	0	0	21	6	15	0	0	0	0	0
TCGA-AO-A12F-01A-11D-A10Y-09	0	0	0	21	0	0	0	0	0	18	0	0	0
TCGA-AO-A12H-01A-11D-A10Y-09	0	0	0	0	0	24	2	4	0	0	0	0	0
TCGA-AO-A1KO-01A-31D-A188-09	0	0	0	0	0	0	0	0	3	4	0	0	0
TCGA-AO-A1KP-01A-11D-A13L-09	0	0	0	8	0	0	0	0	4	0	0	9	0
TCGA-AO-A1KR-01A-12D-A142-09	6	5	10	0	0	19	4	0	11	0	29	0	0
TCGA-AO-A1KS-01A-11D-A13L-09	17	4	0	8	0	23	7	0	0	0	0	0	0
TCGA-AO-A1KT-01A-11D-A13L-09	4	0	0	9	11	22	4	0	0	0	0	0	0
TCGA-AQ-A04H-01B-11D-A10M-09	0	0	0	33	0	42	8	0	0	0	0	0	0
TCGA-AQ-A04J-01A-02W-A050-09	9	0	0	0	0	17	0	0	28	0	0	39	15
TCGA-AQ-A0Y5-01A-11D-A14K-09	14	9	0	20	0	0	6	0	0	0	16	0	0
TCGA-AQ-A1H2-01A-11D-A13L-09	0	0	0	12	0	0	4	0	0	0	0	20	0
TCGA-AQ-A1H3-01A-31D-A13L-09	0	0	0	9	0	18	0	0	0	0	0	0	0
TCGA-AQ-A54O-01A-11D-A25Q-09	5	0	0	10	0	0	0	0	7	0	0	0	7
TCGA-AQ-A7U7-01A-22D-A351-09	27	18	39	0	0	0	6	10	0	0	0	0	0
TCGA-AR-A0TP-01A-11D-A099-09	4	5	0	0	0	23	0	0	10	0	22	0	11
TCGA-AR-A0TQ-01A-11D-A099-09	8	0	0	12	0	0	0	6	0	0	0	0	14
TCGA-AR-A0TR-01A-11D-A099-09	0	0	0	14	13	0	5	0	10	0	0	0	0
TCGA-AR-A0TS-01A-11D-A10Y-09	6	11	0	20	0	0	0	0	11	0	25	0	21
TCGA-AR-A0TT-01A-31D-A099-09	7	10	0	14	0	0	0	0	14	0	0	25	0
TCGA-AR-A0TU-01A-31D-A10G-09	7	13	0	0	0	27	0	0	22	26	0	77	24
TCGA-AR-A0TV-01A-21D-A099-09	6	0	11	10	0	34	0	0	16	0	0	0	0
TCGA-AR-A0TW-01A-11D-A099-09	0	0	14	9	0	28	6	0	0	0	0	0	0
TCGA-AR-A0TX-01A-11D-A099-09	137	119	81	0	0	0	27	39	0	0	0	0	0
TCGA-AR-A0TY-01A-12W-A12T-09	7	10	0	25	0	0	0	0	0	39	0	121	32
TCGA-AR-A0TZ-01A-12D-A099-09	12	15	0	9	0	12	9	0	0	0	0	0	0
TCGA-AR-A0U0-01A-11D-A10G-09	12	0	46	0	0	0	0	15	0	27	0	105	37
TCGA-AR-A0U1-01A-11D-A10Y-09	0	7	0	4	15	0	0	0	0	0	20	40	12
TCGA-AR-A0U2-01A-11D-A10G-09	5	0	0	20	0	0	0	0	17	0	0	64	0
TCGA-AR-A0U3-01A-11D-A10G-09	0	0	0	13	0	0	4	9	0	9	0	0	0
TCGA-AR-A1AH-01A-11D-A12B-09	0	8	0	12	21	0	0	0	0	31	22	0	20
TCGA-AR-A1AI-01A-11D-A12Q-09	0	5	29	12	0	0	13	11	12	0	0	0	0
TCGA-AR-A1AJ-01A-21D-A12Q-09	12	8	0	8	0	15	4	0	0	0	0	0	0
TCGA-AR-A1AK-01A-21D-A12Q-09	15	17	0	13	0	0	7	14	0	0	0	0	9
TCGA-AR-A1AL-01A-21D-A12Q-09	3	3	0	8	8	0	0	6	0	0	0	0	0
TCGA-AR-A1AN-01A-11D-A12Q-09	0	0	11	19	0	0	0	0	0	0	0	0	0
TCGA-AR-A1AO-01A-11D-A12Q-09	8	11	13	10	0	0	8	15	0	0	30	0	14
TCGA-AR-A1AP-01A-11D-A12Q-09	2	0	13	14	0	0	4	5	0	0	0	0	0
TCGA-AR-A1AQ-01A-11D-A12Q-09	0	0	0	12	0	0	0	0	11	0	14	0	0
TCGA-AR-A1AR-01A-31D-A135-09	0	7	0	14	0	0	0	0	10	13	0	19	0
TCGA-AR-A1AS-01A-11D-A12Q-09	13	5	0	7	0	0	6	0	8	0	0	0	0
TCGA-AR-A1AT-01A-11D-A12Q-09	0	0	0	8	0	0	0	0	5	0	16	0	0
TCGA-AR-A1AU-01A-11D-A12Q-09	0	0	0	9	6	0	0	9	0	0	0	0	0
TCGA-AR-A1AV-01A-21D-A12Q-09	0	0	0	22	0	0	6	14	0	0	0	0	10
TCGA-AR-A1AW-01A-21D-A12Q-09	0	0	0	14	15	0	0	14	0	0	0	0	0
TCGA-AR-A1AX-01A-11D-A12Q-09	0	0	0	4	0	0	4	8	0	0	0	12	0
TCGA-AR-A1AY-01A-21D-A12Q-09	6	0	9	11	0	15	4	0	10	0	0	0	9
TCGA-AR-A24H-01A-11D-A167-09	8	18	0	0	0	35	0	0	21	29	50	0	0
TCGA-AR-A24K-01A-11D-A167-09	0	0	0	0	0	22	4	0	9	0	0	0	0
TCGA-AR-A24L-01A-11D-A167-09	3	5	0	0	0	0	0	0	8	0	19	0	11
TCGA-AR-A24M-01A-11D-A167-09	0	0	0	8	7	0	0	0	0	0	0	14	0
TCGA-AR-A24N-01A-11D-A167-09	4	0	0	9	0	13	0	0	8	0	0	0	7
TCGA-AR-A24O-01A-11D-A167-09	0	0	0	0	0	19	0	0	3	0	0	0	0
TCGA-AR-A24P-01A-11D-A167-09	0	0	5	5	0	0	4	0	0	0	0	11	0
TCGA-AR-A24Q-01A-12D-A167-09	17	11	32	0	0	0	0	0	26	31	61	0	39
TCGA-AR-A24R-01A-11D-A167-09	3	0	0	10	7	0	0	0	6	0	0	0	0
TCGA-AR-A24S-01A-11D-A167-09	7	4	0	19	11	0	0	0	0	0	13	0	0
TCGA-AR-A24T-01A-11D-A167-09	1	0	0	3	0	12	2	0	0	0	0	0	4
TCGA-AR-A24U-01A-11D-A167-09	11	10	9	12	0	0	0	0	0	0	0	0	0
TCGA-AR-A24V-01A-21D-A167-09	1	2	0	9	0	0	4	0	0	0	0	12	0
TCGA-AR-A24W-01A-11D-A17G-09	0	0	0	0	0	0	1	0	8	0	0	0	4
TCGA-AR-A24X-01A-11D-A167-09	0	0	0	5	0	0	6	5	0	0	0	23	7
TCGA-AR-A24Z-01A-11D-A167-09	4	4	0	10	0	0	0	0	7	0	0	26	0
TCGA-AR-A250-01A-31D-A167-09	22	31	51	22	0	0	16	0	0	0	0	0	0
TCGA-AR-A251-01A-12D-A167-09	7	26	0	12	0	0	0	0	23	0	51	44	24
TCGA-AR-A252-01A-11D-A167-09	0	0	0	9	0	0	0	4	0	0	0	0	0
TCGA-AR-A254-01A-21D-A167-09	3	0	0	8	0	16	5	6	0	0	0	0	0
TCGA-AR-A255-01A-11D-A167-09	10	9	10	9	0	0	9	0	0	22	0	0	15
TCGA-AR-A256-01A-11D-A167-09	11	0	43	0	0	0	0	24	0	42	90	0	28
TCGA-AR-A2LE-01A-11D-A17W-09	131	84	49	0	0	0	32	85	0	0	0	0	0
TCGA-AR-A2LH-01A-31D-A18P-09	16	7	18	0	0	0	5	13	0	0	0	0	0
TCGA-AR-A2LK-01A-11D-A17W-09	3	0	0	12	7	14	2	7	0	0	0	0	0
TCGA-AR-A2LL-01A-11D-A17W-09	0	0	0	0	0	34	3	0	0	0	0	0	0
TCGA-AR-A2LM-01A-11D-A17W-09	2	0	0	0	0	6	3	0	0	0	5	0	0
TCGA-AR-A2LN-01A-21D-A18P-09	10	5	0	0	0	11	5	16	0	0	0	0	0
TCGA-AR-A2LO-01A-31D-A18P-09	0	0	5	4	0	0	0	0	0	0	0	9	0
TCGA-AR-A2LQ-01A-22D-A18P-09	0	0	0	4	0	0	0	0	0	0	0	9	0
TCGA-AR-A2LR-01A-12D-A18P-09	0	4	0	14	0	0	6	0	16	0	0	20	9
TCGA-AR-A5QM-01A-11D-A27P-09	0	0	0	6	0	13	2	0	7	0	0	0	7
TCGA-AR-A5QN-01A-12D-A28B-09	5	0	0	17	0	0	5	0	13	0	0	0	9
TCGA-AR-A5QP-01A-11D-A28B-09	2	0	0	3	6	9	2	3	0	0	0	0	0
TCGA-AR-A5QQ-01A-11D-A28B-09	5	10	0	10	19	0	0	0	15	0	37	0	0
TCGA-B6-A0I1-01A-11D-A21Q-09	7	0	0	0	0	63	5	0	0	0	0	0	0
TCGA-B6-A0I2-01A-11W-A050-09	8	18	20	14	0	0	5	0	9	0	0	0	0
TCGA-B6-A0I5-01A-11W-A100-09	0	0	0	12	0	0	0	0	8	0	0	13	0
TCGA-B6-A0I6-01A-11D-A128-09	0	0	18	0	0	31	0	0	15	0	27	0	14
TCGA-B6-A0I8-01A-11W-A050-09	12	13	0	0	0	49	0	0	16	0	42	0	17
TCGA-B6-A0I9-01A-11W-A050-09	0	0	0	17	0	55	8	0	19	0	0	0	0
TCGA-B6-A0IA-01A-11W-A050-09	0	6	0	0	0	0	0	0	18	0	0	78	0
TCGA-B6-A0IB-01A-11W-A050-09	6	0	17	15	22	0	7	0	0	17	0	0	0
TCGA-B6-A0IC-01A-11W-A050-09	3	0	0	0	10	22	0	0	6	0	0	0	10
TCGA-B6-A0IE-01A-11W-A050-09	0	0	0	0	14	22	4	0	10	0	0	0	10
TCGA-B6-A0IH-01A-11D-A10Y-09	0	0	0	15	0	0	5	12	9	0	0	0	0
TCGA-B6-A0IJ-01A-11W-A050-09	9	18	31	0	0	20	0	0	0	26	55	0	0
TCGA-B6-A0IK-01A-12W-A071-09	99	37	41	21	0	0	16	26	0	0	0	0	0
TCGA-B6-A0IM-01A-11W-A050-09	0	0	0	6	0	23	4	0	0	0	20	0	0
TCGA-B6-A0IN-01A-11W-A050-09	0	0	0	14	0	0	0	14	9	0	0	24	0
TCGA-B6-A0RE-01A-11W-A071-09	20	20	28	0	26	43	10	0	0	0	35	0	17
TCGA-B6-A0RG-01A-11W-A071-09	7	15	0	9	0	0	0	0	12	0	37	0	0
TCGA-B6-A0RH-01A-21D-A10Y-09	9	4	0	0	0	22	3	0	0	0	0	0	0
TCGA-B6-A0RI-01A-11W-A071-09	4	6	0	0	0	0	6	0	0	0	0	15	0
TCGA-B6-A0RL-01A-11D-A099-09	14	0	0	26	0	0	5	0	23	0	0	0	0
TCGA-B6-A0RM-01A-11D-A099-09	6	0	0	9	0	15	0	0	0	0	0	0	7
TCGA-B6-A0RN-01A-12D-A099-09	0	0	0	11	8	13	2	0	0	0	0	0	0
TCGA-B6-A0RO-01A-22D-A099-09	0	0	0	0	7	0	8	0	12	0	12	0	0
TCGA-B6-A0RP-01A-21D-A099-09	0	0	0	8	0	0	2	0	6	0	0	12	0
TCGA-B6-A0RQ-01A-11D-A10Y-09	12	4	0	10	0	0	0	16	8	0	0	0	0
TCGA-B6-A0RS-01A-11D-A099-09	9	14	0	14	0	0	0	15	20	0	42	48	19
TCGA-B6-A0RT-01A-21D-A099-09	0	6	14	4	0	0	3	0	0	0	0	22	10
TCGA-B6-A0RU-01A-11D-A099-09	4	0	0	12	14	0	9	0	0	0	21	0	0
TCGA-B6-A0RV-01A-11D-A099-09	18	12	11	0	0	15	3	0	0	0	0	0	0
TCGA-B6-A0WS-01A-11D-A10Y-09	1	1	0	2	5	0	0	0	3	4	0	0	0
TCGA-B6-A0WT-01A-11D-A10G-09	0	0	0	10	6	0	2	5	0	0	0	0	0
TCGA-B6-A0WV-01A-11D-A10G-09	0	5	0	0	0	17	0	4	9	0	0	0	0
TCGA-B6-A0WW-01A-11D-A10G-09	9	7	0	12	0	0	0	0	0	14	0	0	0
TCGA-B6-A0WX-01A-11D-A10G-09	0	0	0	7	0	21	3	0	0	0	0	0	10
TCGA-B6-A0WY-01A-11D-A10G-09	4	0	7	7	10	0	5	0	0	0	0	0	0
TCGA-B6-A0WZ-01A-11D-A10G-09	37	14	17	0	0	0	5	17	0	0	0	0	0
TCGA-B6-A0X0-01A-21D-A10Y-09	0	0	0	4	0	0	4	0	0	0	0	12	4
TCGA-B6-A0X1-01A-11D-A10G-09	0	15	0	6	12	0	7	16	11	0	21	0	0
TCGA-B6-A0X4-01A-11D-A10G-09	0	0	0	0	0	11	11	4	0	0	0	0	0
TCGA-B6-A0X5-01A-21D-A10G-09	4	0	0	0	14	0	13	0	0	17	0	0	0
TCGA-B6-A1KC-01B-11D-A159-09	0	3	0	6	0	17	4	0	0	0	0	0	0
TCGA-B6-A1KF-01A-11D-A13L-09	6	0	0	8	0	32	6	12	0	0	0	0	0
TCGA-B6-A1KI-01A-11D-A14K-09	0	0	0	0	0	24	0	0	0	0	0	0	0
TCGA-B6-A1KN-01A-11D-A13L-09	0	0	0	15	0	0	0	0	12	45	0	0	0
TCGA-B6-A2IU-01A-32D-A19T-09	15	0	0	15	0	0	6	0	10	0	0	0	0
TCGA-B6-A401-01A-11D-A23C-09	0	0	0	9	0	0	3	0	10	0	0	0	6
TCGA-B6-A409-01A-11D-A243-09	5	0	15	11	0	22	0	8	0	0	0	0	0
TCGA-B6-A40B-01A-11D-A23C-09	10	0	17	14	0	0	0	13	0	0	0	0	12
TCGA-B6-A40C-01A-11D-A23C-09	3	0	0	9	0	26	0	4	0	8	0	0	0
TCGA-BH-A0AU-01A-11D-A12Q-09	0	0	3	3	0	7	0	0	3	0	0	0	4
TCGA-BH-A0AV-01A-31D-A10Y-09	0	10	0	0	16	0	0	8	20	0	24	0	0
TCGA-BH-A0AW-01A-11W-A071-09	51	34	48	17	0	0	17	28	0	0	0	0	0
TCGA-BH-A0AY-01A-21W-A019-09	14	0	0	0	0	47	14	0	25	0	0	0	0
TCGA-BH-A0AZ-01A-21D-A12Q-09	7	0	16	0	0	0	0	0	0	0	0	31	11
TCGA-BH-A0B0-01A-21D-A10Y-09	39	17	0	0	0	0	11	19	0	0	0	0	0
TCGA-BH-A0B1-01A-12W-A071-09	0	0	0	9	0	28	0	0	17	15	0	38	0
TCGA-BH-A0B3-01A-11W-A071-09	0	7	0	13	0	0	0	15	0	10	0	0	9
TCGA-BH-A0B4-01A-11W-A019-09	0	7	0	0	0	15	0	13	11	14	23	0	11
TCGA-BH-A0B5-01A-11D-A12Q-09	29	28	0	6	0	0	0	0	9	0	0	0	0
TCGA-BH-A0B6-01A-11D-A19Y-09	420	333	323	0	0	0	57	191	0	0	0	0	0
TCGA-BH-A0B7-01A-12D-A10Y-09	0	7	0	15	0	0	10	0	11	0	0	0	0
TCGA-BH-A0B8-01A-21W-A071-09	9	0	0	13	0	0	0	16	41	0	21	0	0
TCGA-BH-A0B9-01A-11W-A071-09	0	9	0	8	0	0	3	7	10	0	0	0	8
TCGA-BH-A0BA-01A-11W-A071-09	7	9	0	6	0	18	0	8	15	0	0	0	0
TCGA-BH-A0BC-01A-22D-A099-09	5	3	0	6	0	14	5	6	0	0	0	0	0
TCGA-BH-A0BD-01A-11W-A050-09	5	0	0	0	0	14	0	0	0	0	0	11	0
TCGA-BH-A0BF-01A-21D-A12Q-09	0	7	0	0	0	16	3	0	8	0	0	0	0
TCGA-BH-A0BG-01A-11D-A10Y-09	6	4	0	10	0	0	0	0	0	0	22	0	0
TCGA-BH-A0BJ-01A-11W-A071-09	0	0	0	0	0	25	0	10	0	10	0	0	0
TCGA-BH-A0BL-01A-11D-A10Y-09	4	0	0	14	0	0	5	0	0	0	26	0	20
TCGA-BH-A0BM-01A-11W-A071-09	6	4	0	0	11	0	0	0	15	0	0	30	0
TCGA-BH-A0BO-01A-23D-A12B-09	0	0	7	0	9	13	0	0	0	0	0	0	0
TCGA-BH-A0BP-01A-11D-A10Y-09	19	38	0	31	0	0	16	25	25	0	0	0	25
TCGA-BH-A0BQ-01A-21D-A10Y-09	3	0	0	10	0	0	3	0	9	0	0	0	0
TCGA-BH-A0BR-01A-21W-A12T-09	18	0	12	0	0	26	11	0	0	0	0	0	0
TCGA-BH-A0BS-01A-11D-A12Q-09	1	0	0	0	0	11	0	0	7	0	0	0	0
TCGA-BH-A0BT-01A-11D-A12Q-09	4	0	0	23	0	0	5	9	0	0	0	0	0
TCGA-BH-A0BV-01A-11W-A019-09	5	0	0	6	0	0	0	5	7	0	0	15	0
TCGA-BH-A0BW-01A-11D-A10Y-09	9	0	22	0	19	32	0	0	0	0	0	0	16
TCGA-BH-A0BZ-01A-31D-A12Q-09	11	33	0	17	0	0	0	0	43	60	114	0	0
TCGA-BH-A0C0-01A-21W-A071-09	4	0	12	0	15	0	5	8	0	0	18	26	22
TCGA-BH-A0C1-01B-11D-A12B-09	9	0	0	18	0	0	0	0	18	0	0	0	0
TCGA-BH-A0C3-01A-21D-A12Q-09	0	0	0	0	4	12	0	0	0	0	0	0	0
TCGA-BH-A0C7-01B-11D-A10Y-09	0	0	0	0	0	49	4	0	10	0	0	0	0
TCGA-BH-A0DD-01A-31D-A12Q-09	4	0	0	17	0	0	0	0	6	0	0	0	0
TCGA-BH-A0DE-01A-11D-A10Y-09	0	0	0	0	0	24	0	3	8	0	0	0	0
TCGA-BH-A0DG-01A-21D-A12Q-09	5	4	9	0	0	9	8	0	0	0	0	0	0
TCGA-BH-A0DH-01A-11D-A099-09	10	0	10	9	0	17	4	0	0	0	0	0	0
TCGA-BH-A0DI-01A-21D-A12Q-09	8	9	0	10	0	0	0	5	0	0	15	0	0
TCGA-BH-A0DK-01A-21W-A071-09	5	9	0	0	0	39	0	0	0	17	0	26	13
TCGA-BH-A0DL-01A-11D-A10Y-09	12	0	14	21	0	0	0	0	0	0	0	18	0
TCGA-BH-A0DO-01B-11D-A12B-09	3	4	0	5	0	0	5	0	10	0	0	0	0
TCGA-BH-A0DP-01A-21W-A071-09	7	3	0	0	0	0	4	0	15	0	0	26	0
TCGA-BH-A0DQ-01A-11D-A099-09	0	0	0	12	0	0	0	0	13	0	0	0	9
TCGA-BH-A0DS-01A-11W-A071-09	0	0	0	0	0	50	7	14	0	0	0	0	0
TCGA-BH-A0DT-01A-21D-A12B-09	2	0	0	2	0	6	0	0	3	0	0	0	0
TCGA-BH-A0DV-01A-21D-A12Q-09	3	0	0	0	0	0	0	0	3	0	0	5	3
TCGA-BH-A0DX-01A-11D-A10Y-09	27	10	0	0	0	36	0	0	0	0	0	0	0
TCGA-BH-A0DZ-01A-11W-A019-09	103	129	72	0	0	0	22	77	0	0	0	0	0
TCGA-BH-A0E0-01A-11W-A071-09	0	0	0	17	0	0	5	0	0	0	0	23	0
TCGA-BH-A0E1-01A-11W-A071-09	3	9	0	0	0	20	3	8	0	0	0	0	0
TCGA-BH-A0E2-01A-11W-A071-09	0	0	0	9	0	0	5	0	26	0	0	28	0
TCGA-BH-A0E7-01A-11W-A050-09	3	0	0	14	12	0	0	0	0	0	0	12	6
TCGA-BH-A0E9-01B-11D-A10Y-09	0	0	0	16	0	0	0	6	0	0	0	0	8
TCGA-BH-A0EA-01A-11D-A10Y-09	0	0	0	11	0	0	4	0	10	0	0	0	0
TCGA-BH-A0EB-01A-11W-A050-09	5	4	0	16	0	0	0	0	14	0	15	0	8
TCGA-BH-A0EE-01A-11W-A050-09	38	0	50	23	0	0	30	36	0	0	0	0	0
TCGA-BH-A0EI-01A-11D-A10Y-09	0	0	0	10	0	0	0	4	9	0	0	0	0
TCGA-BH-A0GY-01A-11W-A071-09	0	0	0	13	0	0	0	10	0	10	0	40	0
TCGA-BH-A0GZ-01A-11W-A071-09	6	0	0	13	0	0	0	0	14	0	0	0	10
TCGA-BH-A0H0-01A-11W-A071-09	0	0	0	4	0	0	0	0	11	0	0	18	0
TCGA-BH-A0H3-01A-11D-A12Q-09	1	0	0	0	0	14	0	0	0	0	0	0	0
TCGA-BH-A0H5-01A-21D-A10Y-09	41	47	18	0	0	0	18	33	0	0	0	0	0
TCGA-BH-A0H6-01A-21W-A071-09	0	0	0	5	0	20	0	5	0	0	0	0	0
TCGA-BH-A0H7-01A-13W-A071-09	10	0	22	22	17	0	6	12	0	0	0	0	0
TCGA-BH-A0H9-01A-11W-A071-09	8	4	0	6	0	0	5	0	0	0	0	34	0
TCGA-BH-A0HA-01A-11D-A12Q-09	17	0	0	81	141	81	0	0	32	0	0	0	0
TCGA-BH-A0HB-01A-11W-A071-09	0	5	0	17	0	0	10	0	19	0	0	0	0
TCGA-BH-A0HF-01A-11W-A071-09	142	0	0	71	0	0	0	335	1073	0	0	0	0
TCGA-BH-A0HI-01A-11D-A099-09	7	0	0	10	0	0	0	0	0	15	0	0	0
TCGA-BH-A0HK-01A-11W-A071-09	48	32	0	26	0	0	0	37	24	0	0	0	0
TCGA-BH-A0HL-01A-11W-A050-09	3	0	0	7	0	16	3	0	6	0	0	13	0
TCGA-BH-A0HN-01A-11D-A099-09	0	0	0	8	0	9	6	5	0	0	0	0	0
TCGA-BH-A0HO-01A-11W-A050-09	0	0	0	5	0	0	0	0	7	14	0	0	0
TCGA-BH-A0HP-01A-12D-A099-09	99	94	60	0	0	0	21	63	0	0	0	0	0
TCGA-BH-A0HQ-01A-11W-A050-09	11	0	0	11	0	0	3	0	14	0	0	16	0
TCGA-BH-A0HU-01A-11W-A050-09	3	3	0	4	0	0	0	0	9	0	0	29	0
TCGA-BH-A0HW-01A-11W-A050-09	0	0	0	20	10	0	0	0	12	0	0	0	0
TCGA-BH-A0HX-01A-21W-A071-09	8	6	0	0	0	22	0	10	13	0	20	0	14
TCGA-BH-A0HY-01A-11W-A071-09	0	0	11	13	12	0	9	11	0	0	0	25	0
TCGA-BH-A0RX-01A-21D-A099-09	3	0	0	18	0	17	8	0	0	0	0	0	0
TCGA-BH-A0W3-01A-11D-A10G-09	0	2	0	0	0	11	0	0	8	0	0	0	0
TCGA-BH-A0W4-01A-11D-A10G-09	3	0	9	0	0	16	7	0	0	0	0	0	0
TCGA-BH-A0W5-01A-11D-A10G-09	0	0	5	9	7	0	5	0	0	0	0	0	0
TCGA-BH-A0W7-01A-11D-A10Y-09	85	84	62	0	0	0	0	27	0	0	0	0	0
TCGA-BH-A0WA-01A-11D-A10G-09	9	5	0	9	0	0	0	17	15	0	25	33	0
TCGA-BH-A18F-01A-11D-A12B-09	12	0	0	5	0	19	8	7	7	0	0	0	0
TCGA-BH-A18G-01A-11D-A12B-09	0	0	0	428	826	0	0	0	286	0	0	0	0
TCGA-BH-A18H-01A-11D-A12B-09	4	4	0	0	9	20	0	7	9	0	0	0	0
TCGA-BH-A18I-01A-11D-A12B-09	0	2	0	12	0	0	6	4	0	0	0	0	0
TCGA-BH-A18J-01A-11D-A12B-09	55	15	38	0	0	0	0	0	0	0	0	0	0
TCGA-BH-A18K-01A-11D-A12B-09	16	7	22	8	0	0	0	0	9	0	0	0	0
TCGA-BH-A18L-01A-32D-A12B-09	0	0	0	30	0	0	0	10	0	23	0	0	0
TCGA-BH-A18M-01A-11D-A12B-09	0	2	0	0	0	12	1	0	0	0	0	0	0
TCGA-BH-A18N-01A-11D-A12B-09	0	0	0	14	14	0	0	0	0	0	10	0	0
TCGA-BH-A18P-01A-11D-A12B-09	136	142	0	0	0	0	30	87	0	0	0	0	0
TCGA-BH-A18Q-01A-12D-A12B-09	0	0	13	0	0	0	0	7	14	0	22	25	16
TCGA-BH-A18R-01A-11D-A12B-09	0	0	8	0	0	10	0	5	0	0	10	0	0
TCGA-BH-A18S-01A-11D-A12B-09	0	3	0	0	10	0	4	0	0	0	0	16	0
TCGA-BH-A18T-01A-11D-A12B-09	4	6	19	8	0	0	0	0	0	0	42	0	15
TCGA-BH-A18U-01A-21D-A12B-09	49	30	0	29	0	0	0	23	23	0	0	0	0
