Samples	SBS1	SBS2	SBS3	SBS5	SBS10a	SBS10b	SBS13
TCGA-XF-AAML-01A-11D-A42E-08	21	214	0	98	0	79	173
TCGA-XF-AAMQ-01A-11D-A42E-08	20	83	0	29	0	29	82
TCGA-XF-AAMR-01A-31D-A42E-08	11	34	0	18	0	16	27
TCGA-XF-AAMT-01A-11D-A42E-08	12	10	69	0	0	0	17
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	18	15	0	0	0
TCGA-XF-AAMX-01A-11D-A42E-08	26	52	136	49	0	29	75
TCGA-XF-AAMY-01A-11D-A42E-08	29	42	0	22	0	0	39
TCGA-XF-AAMZ-01A-11D-A42E-08	38	55	0	51	0	31	105
TCGA-XF-AAN0-01A-11D-A42E-08	14	144	0	45	0	58	192
TCGA-XF-AAN1-01A-31D-A42E-08	20	8	0	59	0	0	13
TCGA-XF-AAN2-01A-11D-A42E-08	19	205	0	43	0	49	230
TCGA-XF-AAN3-01A-11D-A42E-08	16	65	0	31	0	0	67
TCGA-XF-AAN4-01A-11D-A42E-08	4	5	0	10	0	0	16
TCGA-XF-AAN5-01A-11D-A42E-08	27	76	0	62	0	0	183
TCGA-XF-AAN7-01A-11D-A42E-08	24	18	0	110	0	0	0
TCGA-XF-AAN8-01A-11D-A42E-08	2	0	0	0	0	0	0
TCGA-YC-A89H-01A-11D-A364-08	93	1221	0	449	0	319	0
TCGA-YC-A8S6-01A-31D-A38G-08	8	23	0	21	0	19	38
TCGA-YC-A9TC-01A-22D-A391-08	18	22	0	42	0	0	41
TCGA-YF-AA3L-01A-11D-A38G-08	27	36	0	223	0	0	60
TCGA-YF-AA3M-01A-11D-A42E-08	28	24	0	114	0	0	24
TCGA-ZF-A9R0-01A-11D-A38G-08	23	72	0	33	0	0	97
TCGA-ZF-A9R1-01A-11D-A391-08	19	25	0	27	0	0	25
TCGA-ZF-A9R2-01A-11D-A391-08	9	33	0	65	0	0	52
TCGA-ZF-A9R3-01A-11D-A38G-08	17	18	0	33	0	0	28
TCGA-ZF-A9R4-01A-11D-A38G-08	22	106	0	51	0	0	105
TCGA-ZF-A9R5-01A-12D-A42E-08	19	0	0	79	0	0	0
TCGA-ZF-A9R7-01A-11D-A38G-08	44	282	0	8	0	85	402
TCGA-ZF-A9R9-01A-11D-A38G-08	23	59	0	52	0	31	60
TCGA-ZF-A9RC-01A-11D-A38G-08	64	608	0	392	0	0	114
TCGA-ZF-A9RD-01A-11D-A42E-08	15	54	0	54	0	19	62
TCGA-ZF-A9RE-01A-11D-A38G-08	26	0	0	39	0	0	0
TCGA-ZF-A9RF-01A-11D-A38G-08	23	55	79	59	0	0	63
TCGA-ZF-A9RG-01A-21D-A42E-08	7	122	0	42	0	43	74
TCGA-ZF-A9RL-01A-11D-A38G-08	35	51	0	159	0	0	128
TCGA-ZF-A9RM-01A-11D-A38G-08	11	0	0	79	0	0	0
TCGA-ZF-A9RN-01A-11D-A42E-08	23	33	90	0	0	23	59
TCGA-ZF-AA4N-01A-11D-A38G-08	14	47	0	75	0	0	45
TCGA-ZF-AA4R-01A-11D-A38G-08	8	10	34	0	0	0	13
TCGA-ZF-AA4T-01A-11D-A38G-08	19	10	49	29	0	0	0
TCGA-ZF-AA4U-01A-11D-A38G-08	16	0	0	59	0	0	0
TCGA-ZF-AA4V-01A-11D-A38G-08	38	282	0	343	0	0	142
TCGA-ZF-AA4W-01A-12D-A38G-08	107	57	0	255	0	0	118
TCGA-ZF-AA4X-01A-11D-A38G-08	20	317	0	29	0	90	274
TCGA-ZF-AA51-01A-21D-A391-08	36	220	0	114	0	0	375
TCGA-ZF-AA52-01A-12D-A391-08	11	38	0	33	0	31	27
TCGA-ZF-AA53-01A-11D-A391-08	14	67	0	10	0	0	106
TCGA-ZF-AA54-01A-11D-A391-08	7	48	0	62	0	0	77
TCGA-ZF-AA56-01A-31D-A391-08	17	23	0	22	0	0	45
TCGA-ZF-AA58-01A-12D-A42E-08	13	52	86	38	0	0	65
TCGA-ZF-AA5H-01A-11D-A391-08	16	18	0	26	0	0	11
TCGA-ZF-AA5N-01A-11D-A42E-08	11	3	0	38	0	0	7
TCGA-ZF-AA5P-01A-11D-A391-08	8	6	0	18	0	0	17
